First_order_best_category,First_order_best_sub_catgeory,FirstOrderCity,FirstOrderCityTier,First_order_OrderPlatform,First_order_campaign_medium,First_order_campaign_source,First_order_campaign_term,First_order_referrer_type,OrderTiming,DiscountUsageSegment,WeekdayWeekendPreference,repeated_users_segment,total_users_segment
Watches,Watches,Ssl-Gaur Ghaziabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,26,34
Footwear,Sports Shoes,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekend Shopper,1,34
Watches,Watches,Ssl-Cyberabad Inorbit,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekend Shopper,16,34
Clothing,Sports & Activewear,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,6,34
Beauty,Makeup,Ssl-Wtp Jaipur,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,19,34
Clothing,Shirts,Lucknow,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,12,34
Fragrances,Perfumes,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,9,34
Footwear,Sandals & Floaters,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,6,34
Footwear,Sports Shoes,Pune,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,5,34
Indian Wear,Indianwear Sets,Pimpri-Chinchwad,Tier Classification Not Available,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,Light Discount User,Weekday Shopper,30,34
Beauty,Fragrance,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,23,34
Na,Na,Pune,Tier 2,mobile,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Morning Shopper,Extreme Discount User,Weekday Shopper,5,34
Western Wear,Dresses & Jumpsuits,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,11,34
Apparel Women Western Wear,Casual,Ssl Indore- Phoenix,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,28,34
Beauty,Flb Elca,Mac-Citywalk Saket,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,26,34
Casual Wear,T-Shirts,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,5,34
Na,Na,Pune,Tier 2,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Afternoon Shopper,Extreme Discount User,Weekend Shopper,1,34
Apparel Women Western Wear,Casual,Ssl-Pune-Wakad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,17,34
Casual Wear,Shirts,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,27,34
Clothing,Casual Shirts,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,30,34
Apparel Men,Casual,Ssl-Gip Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,24,34
Indian Wear,Kurtas,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,Light Discount User,Weekday Shopper,33,34
Apparel Men,Denim,Ssl-Elgin Road Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,26,34
Beauty,Fragrance,Ssl-Vashi,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,28,34
Apparel Men,Denim,Ssl-Kalyan,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,5,34
Westernwear,Tops,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekend Shopper,1,34
Westernwear,Dresses & Jumpsuits,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,5,34
Bags & Accessories,Women,Ssl-Gaur Mall Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,20,34
Indian & Fusion Wear,Kurtas Suits Sets,Patna,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,10,33
Watches,Watches,Ssl - Sarath City Capital Mall,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,25,33
Clothing,Jeans,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,23,33
Na,Na,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Search,campaign_term Unavailable,search,Evening Shopper,Extreme Discount User,Weekday Shopper,3,33
Na,Na,Bengaluru,Tier 1,desktop,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Afternoon Shopper,No Discount User,Weekday Shopper,2,33
Clothing,T-Shirts & Polos,Ahmedabad,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,10,33
Beauty,Makeup,Ssl-Andheri,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,24,33
Beauty,Fragrance,Ssl-Benrgatta,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,19,33
Beauty,Makeup,Ssl-Andheri,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,20,33
Beauty,Flb Elca,Mac-Vasant Kunj,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,1,33
Beauty,Fragrance,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,21,33
Apparel Men,Denim,Ssl-Pune-Wakad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,19,33
Watches,Watches,Ssl-Salt Lake Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,23,33
Apparel Men,Casual,Ssl - L&T Seawood,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,21,33
Apparel Women Indian Wear,Indianwear,Ssl-Gvk Hyderabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,24,33
Indian Wear,Indianwear Sets,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,13,33
Beauty,Flb Elca,Mac-Vega Mall Bangalore,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,27,33
Western Wear,Jeans & Leggings,Pimpri-Chinchwad,Tier Classification Not Available,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,9,33
Apparel Women Indian Wear,Indianwear,Ssl-Mantri Malleswaram,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,24,33
Apparel Men,Casual,Ssl-Cyberabad Inorbit,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,26,33
Indian Wear,Indianwear Sets,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,18,33
Na,Na,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Afternoon Shopper,Moderate Discount User,Weekday Shopper,2,33
Clothing,T-Shirts & Polos,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,33,33
Apparel Men,Denim,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,26,33
Clothing,Sports & Activewear,Pimpri-Chinchwad,Tier Classification Not Available,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,7,33
Watches,Analog Watches,Ahmedabad,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,3,33
Food & Confectionery,Mithas,Ssl-Blr Int Airport,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,24,33
Footwear,Flip Flops,Pimpri-Chinchwad,Tier Classification Not Available,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,8,33
Na,Na,Hyderabad,Tier 1,desktop,campaign_medium Unavailable,Search,campaign_term Unavailable,search,Evening Shopper,Extreme Discount User,Weekday Shopper,5,33
Apparel Women Western Wear,Casual,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekend Shopper,20,33
Apparel Women Western Wear,Casual,Ssl-Janakpuri,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,18,33
Indian & Fusion Wear,Kurtas Suits Sets,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,25,33
Apparel Women Western Wear,Casual,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekend Shopper,23,33
Beauty,Fragrance,Ssl - L&T Seawood,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,26,33
Indianwear,Ethnic Sets,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,Light Discount User,Weekday Shopper,24,33
Watches,Watches,Ssl - L&T Seawood,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekend Shopper,24,33
Indian Wear,Indianwear Dresses,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,23,33
Clothing,T-Shirts & Polos,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,24,33
Eyewear,Eyewear,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,25,33
Watches,Watches,Ssl-Gaur Mall Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,30,33
Westernwear,Dresses,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,5,33
Apparel Women Western Wear,Denim,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,22,33
Watches,Analog Watches,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekend Shopper,2,33
Item Category Unavailable,Item SubCategory Unavailable,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,32,33
Watches,Analog Watches,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekend Shopper,0,33
Clothing,T-Shirts & Polos,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekend Shopper,5,33
Footwear,Women,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekend Shopper,15,33
Indian Wear,Kurtas,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekend Shopper,7,33
Footwear,Sports Shoes & Sneakers,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,5,33
Na,Na,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Morning Shopper,Extreme Discount User,Weekend Shopper,0,33
Indian Wear,Indianwear Dresses,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,11,33
Apparel Women Western Wear,Casual,Ssl-Gurgaon Metropolitan,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,28,33
Footwear,Sports Shoes,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,2,33
Clothing,Ethnicwear,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,14,33
Westernwear,Jeans & Jeggings,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,7,33
Apparel Men,Denim,Ssl-Orion Bng,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,18,33
Beauty,Fragrance,Ssl-Cyberabad Inorbit,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,26,33
Apparel Men,Denim,Ssl-Benrgatta,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,14,33
Westernwear,Dresses,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,5,33
Apparel Men,Denim,Ssl-Orion Bng,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,20,33
Western Wear,Dresses & Jumpsuits,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekend Shopper,5,33
Watches,Watches,Ssl-Cyberabad Inorbit,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekend Shopper,3,33
Apparel Men,Sport,Ssl-R City Ghatkopar,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,15,33
Beauty,Flb Elca,Mac-Forum Mall Bengaluru,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,4,33
Apparel Women Western Wear,Casual,Ssl-Mani Sqaure Mall Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,23,33
Na,Na,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Evening Shopper,Moderate Discount User,Weekday Shopper,4,33
Na,Na,Lucknow,Tier 2,mobile,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Afternoon Shopper,Extreme Discount User,Weekday Shopper,4,33
Footwear,Sandals,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,4,33
Formal Wear,Shirts,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,13,33
Clothing,T-Shirts & Polos,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekend Shopper,1,33
Na,Na,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Search,campaign_term Unavailable,search,Evening Shopper,No Discount User,Weekday Shopper,2,33
Clothing,Shirts,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekend Shopper,6,33
Clothing,Sports & Activewear,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,10,33
Beauty,Makeup,Ssl-Lucknow,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,18,33
Indian & Fusion Wear,Kurtas Suits Sets,Lucknow,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,8,33
Eyewear,Eyewear,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekend Shopper,5,33
Beauty,Makeup,Ssl-Rohini,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,25,33
Beauty,Makeup,Ssl - Sarath City Capital Mall,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,21,33
Footwear,Men,Ssl-R City Ghatkopar,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,22,33
Na,Na,Chennai,Tier 1,desktop,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Evening Shopper,Extreme Discount User,Weekday Shopper,5,33
Apparel Men,Sport,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,7,33
Apparel Men,Sport,Ssl-Bhopal,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,24,33
Beauty,Fragrance,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,28,33
Beauty,Fragrance,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,25,33
Footwear,Women,Ssl-Indore,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,23,33
Western Wear,Jeans & Leggings,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,15,33
Na,Na,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Search,campaign_term Unavailable,search,Night Owl,Extreme Discount User,Weekday Shopper,21,33
Westernwear,Jeans & Jeggings,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,2,33
Apparel Men,Denim,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,15,33
Beauty,Fragrance,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekend Shopper,19,33
Watches,Analog Watches,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Moderate Discount User,Weekday Shopper,2,33
Westernwear,Tops,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,2,33
Indian & Festive Wear,Kurtas,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,6,33
Apparel Women Western Wear,Casual,Ssl-Ranchi,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,23,33
Beauty,Makeup,Ssl - L&T Seawood,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,22,33
Clothing,Trousers,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,28,33
Na,Na,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Evening Shopper,Light Discount User,Weekday Shopper,4,33
Na,Na,Hyderabad,Tier 1,desktop,campaign_medium Unavailable,Direct,campaign_term Unavailable,direct,Afternoon Shopper,Extreme Discount User,Weekday Shopper,3,33
Apparel Men,Formal,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekend Shopper,24,33
Apparel Men,Denim,Ssl-Salt Lake Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekend Shopper,25,33
Indian & Fusion Wear,Kurtas Suits Sets,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,6,33
Na,Na,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Afternoon Shopper,No Discount User,Weekday Shopper,1,33
Western Wear,Top Wear,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,Light Discount User,Weekday Shopper,28,33
Indian Wear,Indianwear Dresses,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,5,33
Watches,Analog Watches,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,0,33
Watches,Analog Watches,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Moderate Discount User,Weekend Shopper,2,33
Indian Wear,Indianwear Sets,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,18,33
